64 2.12071 1.52457
96 3.18502 2.28122
128 4.26404 4.10316
192 6.368 6.14052
256 7.53382 5.49158
384 10.8414 9.12085
512 15.129 14.7553
768 22.6374 21.3037
1024 28.82 27.9225
1536 41.5702 34.5442
3072 83.5179 81.2746
4096 110.162 107.257
6144 146.068 142.694
8192 180.335 175.061
12288 222.925 186.522
16384 291.593 236.521
24576 288.374 280.037
32768 368.341 346.356
